n,d,s0,graph_type,sem_type,fdr,tpr,fpr,shd,nnz,hamming
100.0,5.0,1.0,ER,gauss,0.0,1.0,0.0,0.0,1.0,0.0
100.0,5.0,1.0,ER,exp,0.0,1.0,0.0,0.0,1.0,0.0
100.0,5.0,1.0,ER,gumbel,0.0,1.0,0.0,0.0,1.0,0.0
100.0,5.0,1.0,ER,uniform,0.0,1.0,0.0,0.0,1.0,0.0
100.0,5.0,1.0,ER,logistic,0.0,0.0,0.0,1.0,0.0,0.04
100.0,5.0,1.0,ER,poisson,0.0,0.0,0.0,1.0,0.0,0.04
100.0,5.0,5.0,ER,gauss,0.0,1.0,0.0,0.0,5.0,0.0
100.0,5.0,5.0,ER,exp,0.4,0.6,0.4,3.0,5.0,0.16
100.0,5.0,5.0,ER,gumbel,0.0,1.0,0.0,0.0,5.0,0.0
100.0,5.0,5.0,ER,uniform,0.0,0.8,0.0,1.0,4.0,0.04
100.0,5.0,5.0,ER,logistic,0.0,0.0,0.0,5.0,0.0,0.2
100.0,5.0,5.0,ER,poisson,0.0,0.0,0.0,5.0,0.0,0.2
100.0,5.0,10.0,ER,gauss,0.14285714285714285,0.6,1.0,4.0,7.0,0.2
100.0,5.0,10.0,ER,exp,0.0,0.9,0.0,1.0,9.0,0.04
100.0,5.0,10.0,ER,gumbel,0.1,0.9,1.0,1.0,10.0,0.08
100.0,5.0,10.0,ER,uniform,0.0,0.8,0.0,2.0,8.0,0.08
100.0,5.0,10.0,ER,logistic,0.0,0.0,0.0,10.0,0.0,0.4
100.0,5.0,10.0,ER,poisson,0.0,0.0,0.0,10.0,0.0,0.4
100.0,5.0,5.0,ER,gauss,0.0,0.8,0.0,1.0,4.0,0.04
100.0,5.0,5.0,ER,exp,0.0,1.0,0.0,0.0,5.0,0.0
100.0,5.0,5.0,ER,gumbel,0.0,0.8,0.0,1.0,4.0,0.04
100.0,5.0,5.0,ER,uniform,0.0,0.4,0.0,3.0,2.0,0.12
100.0,5.0,5.0,ER,logistic,0.0,0.0,0.0,5.0,0.0,0.2
100.0,5.0,5.0,ER,poisson,0.0,0.0,0.0,5.0,0.0,0.2
100.0,10.0,1.0,ER,gauss,0.0,1.0,0.0,0.0,1.0,0.0
100.0,10.0,1.0,ER,exp,0.0,1.0,0.0,0.0,1.0,0.0
100.0,10.0,1.0,ER,gumbel,0.0,1.0,0.0,0.0,1.0,0.0
100.0,10.0,1.0,ER,uniform,0.0,0.0,0.0,1.0,0.0,0.01
100.0,10.0,1.0,ER,logistic,0.0,0.0,0.0,1.0,0.0,0.01
100.0,10.0,1.0,ER,poisson,0.0,0.0,0.0,1.0,0.0,0.01
100.0,10.0,10.0,ER,gauss,0.0,0.9,0.0,1.0,9.0,0.01
100.0,10.0,10.0,ER,exp,0.2,0.8,0.05714285714285714,2.0,10.0,0.04
100.0,10.0,10.0,ER,gumbel,0.0,1.0,0.0,0.0,10.0,0.0
100.0,10.0,10.0,ER,uniform,0.0,1.0,0.0,0.0,10.0,0.0
100.0,10.0,10.0,ER,logistic,0.0,0.0,0.0,10.0,0.0,0.1
100.0,10.0,10.0,ER,poisson,0.0,0.0,0.0,10.0,0.0,0.1
100.0,10.0,20.0,ER,gauss,0.05263157894736842,0.9,0.04,3.0,19.0,0.03
100.0,10.0,20.0,ER,exp,0.0,0.95,0.0,1.0,19.0,0.01
100.0,10.0,20.0,ER,gumbel,0.0,0.9,0.0,2.0,18.0,0.02
100.0,10.0,20.0,ER,uniform,0.07142857142857142,0.65,0.04,7.0,14.0,0.08
100.0,10.0,20.0,ER,logistic,0.0,0.0,0.0,20.0,0.0,0.2
100.0,10.0,20.0,ER,poisson,0.0,0.0,0.0,20.0,0.0,0.2
100.0,10.0,22.0,ER,gauss,0.05555555555555555,0.7727272727272727,0.043478260869565216,5.0,18.0,0.06
100.0,10.0,22.0,ER,exp,0.047619047619047616,0.9090909090909091,0.043478260869565216,3.0,21.0,0.03
100.0,10.0,22.0,ER,gumbel,0.2727272727272727,0.7272727272727273,0.2608695652173913,9.0,22.0,0.12
100.0,10.0,22.0,ER,uniform,0.3684210526315789,0.5454545454545454,0.30434782608695654,15.0,19.0,0.17
100.0,10.0,22.0,ER,logistic,0.0,0.0,0.0,22.0,0.0,0.22
100.0,10.0,22.0,ER,poisson,0.0,0.0,0.0,22.0,0.0,0.22
100.0,20.0,1.0,ER,gauss,0.0,1.0,0.0,0.0,1.0,0.0
100.0,20.0,1.0,ER,exp,0.0,1.0,0.0,0.0,1.0,0.0
100.0,20.0,1.0,ER,gumbel,1.0,0.0,0.010582010582010581,2.0,2.0,0.0075
