n,d,s0,graph_type,sem_type,fdr,tpr,fpr,shd,nnz,hamming
100.0,5.0,1.0,ER,gauss,0.0,1.0,0.0,0.0,1.0,0.0
100.0,5.0,1.0,ER,exp,0.0,1.0,0.0,0.0,1.0,0.0
100.0,5.0,1.0,ER,gumbel,0.0,1.0,0.0,0.0,1.0,0.0
100.0,5.0,1.0,ER,uniform,0.0,1.0,0.0,0.0,1.0,0.0
100.0,5.0,1.0,ER,logistic,0.0,0.0,0.0,1.0,0.0,0.04
100.0,5.0,1.0,ER,poisson,0.0,0.0,0.0,1.0,0.0,0.04
100.0,5.0,2.0,ER,gauss,0.0,1.0,0.0,0.0,2.0,0.0
100.0,5.0,2.0,ER,exp,0.0,1.0,0.0,0.0,2.0,0.0
100.0,5.0,2.0,ER,gumbel,0.0,1.0,0.0,0.0,2.0,0.0
100.0,5.0,2.0,ER,uniform,0.0,1.0,0.0,0.0,2.0,0.0
100.0,5.0,2.0,ER,logistic,0.0,0.0,0.0,2.0,0.0,0.08
100.0,5.0,2.0,ER,poisson,0.0,0.0,0.0,2.0,0.0,0.08
100.0,5.0,4.0,ER,gauss,0.0,1.0,0.0,0.0,4.0,0.0
100.0,5.0,4.0,ER,exp,0.0,1.0,0.0,0.0,4.0,0.0
100.0,5.0,4.0,ER,gumbel,0.0,1.0,0.0,0.0,4.0,0.0
100.0,5.0,4.0,ER,uniform,0.0,1.0,0.0,0.0,4.0,0.0
100.0,5.0,4.0,ER,logistic,0.0,0.0,0.0,4.0,0.0,0.16
100.0,5.0,4.0,ER,poisson,0.0,0.0,0.0,4.0,0.0,0.16
100.0,5.0,10.0,ER,gauss,0.0,0.9,0.0,1.0,9.0,0.04
100.0,5.0,10.0,ER,exp,0.0,1.0,0.0,0.0,10.0,0.0
100.0,5.0,10.0,ER,gumbel,0.0,0.9,0.0,1.0,9.0,0.04
100.0,5.0,10.0,ER,uniform,0.0,0.8,0.0,2.0,8.0,0.08
100.0,5.0,10.0,ER,logistic,0.0,0.0,0.0,10.0,0.0,0.4
100.0,5.0,10.0,ER,poisson,0.0,0.0,0.0,10.0,0.0,0.4
100.0,10.0,1.0,ER,gauss,0.0,1.0,0.0,0.0,1.0,0.0
100.0,10.0,1.0,ER,exp,0.0,1.0,0.0,0.0,1.0,0.0
100.0,10.0,1.0,ER,gumbel,0.0,1.0,0.0,0.0,1.0,0.0
100.0,10.0,1.0,ER,uniform,0.0,1.0,0.0,0.0,1.0,0.0
100.0,10.0,1.0,ER,logistic,0.0,0.0,0.0,1.0,0.0,0.01
100.0,10.0,1.0,ER,poisson,0.0,0.0,0.0,1.0,0.0,0.01
100.0,10.0,5.0,ER,gauss,0.0,1.0,0.0,0.0,5.0,0.0
100.0,10.0,5.0,ER,exp,0.0,1.0,0.0,0.0,5.0,0.0
100.0,10.0,5.0,ER,gumbel,0.16666666666666666,1.0,0.025,1.0,6.0,0.01
100.0,10.0,5.0,ER,uniform,0.0,0.8,0.0,1.0,4.0,0.01
100.0,10.0,5.0,ER,logistic,0.0,0.0,0.0,5.0,0.0,0.05
100.0,10.0,5.0,ER,poisson,0.0,0.0,0.0,5.0,0.0,0.05
100.0,10.0,9.0,ER,gauss,0.0,0.8888888888888888,0.0,1.0,8.0,0.01
100.0,10.0,9.0,ER,exp,0.0,0.7777777777777778,0.0,2.0,7.0,0.02
100.0,10.0,9.0,ER,gumbel,0.0,1.0,0.0,0.0,9.0,0.0
100.0,10.0,9.0,ER,uniform,0.0,0.8888888888888888,0.0,1.0,8.0,0.01
100.0,10.0,9.0,ER,logistic,0.0,0.0,0.0,9.0,0.0,0.09
100.0,10.0,9.0,ER,poisson,0.0,0.0,0.0,9.0,0.0,0.09
100.0,10.0,20.0,ER,gauss,0.0,0.9,0.0,2.0,18.0,0.02
100.0,10.0,20.0,ER,exp,0.07142857142857142,0.65,0.04,7.0,14.0,0.08
100.0,10.0,20.0,ER,gumbel,0.0,0.95,0.0,1.0,19.0,0.01
100.0,10.0,20.0,ER,uniform,0.23076923076923078,0.5,0.12,11.0,13.0,0.13
100.0,10.0,20.0,ER,logistic,0.0,0.0,0.0,20.0,0.0,0.2
100.0,10.0,20.0,ER,poisson,0.0,0.0,0.0,20.0,0.0,0.2
100.0,10.0,30.0,ER,gauss,0.11538461538461539,0.7666666666666667,0.2,9.0,26.0,0.1
100.0,10.0,30.0,ER,exp,0.16,0.7,0.26666666666666666,11.0,25.0,0.13
100.0,10.0,30.0,ER,gumbel,0.1,0.9,0.2,5.0,30.0,0.06
